"OMSCHRIJVING","STATUS","DISCIPLINE","Hoofdgroep","Object","SubObject01","SubObject02","SubObject03","SubObject04","SubObject05","Bewerking","Element","Arcering","Symbool","Laagnaam","BLineweight","BColor","BColorA","BColorGD","BColorGN","BColorV","B_Linetype","NLineweight","NColor","NColorA","NColorGD","NColorGN","NColorV","N_Linetype","VLineweight","VColor","VColorA","VColorGD","VColorGN","VColorV","V_Linetype","TLineweight","TColor","TColorA","TColorGD","TColorGN","TColorV","T_Linetype","VRKL_KORT","VRKL_LANG","ID","KIND_VAN"
"GELUID_CONTOUR","*","**","MO","GELUID","CONTOUR","","","","","","G","","","*-**-MO-GELUID_CONTOUR-G","0.18","10","12","10","10","253","MO-BORDER-SO","0.7","10","12","10","10","253","MO-BORDER-SO","0.35","10","12","10","10","253","V-MO-BORDER-SO","0.35","10","12","10","10","253","MO-BORDER-SO","","","1530","1529"
"GRONDWATER_VERVUILING","*","**","MO","GRONDWATER","VERVUILING","","","","","","G","","","*-**-MO-GRONDWATER_VERVUILING-G","0.18","150","152","150","150","253","CONTINUOUS","0.35","150","152","150","150","253","CONTINUOUS","0.35","150","152","150","150","253","V-CONTINUOUS-SO","0.35","150","152","150","150","253","CONTINUOUS","","","3132","1506"
"GRONDWATER_CONTOUR","*","**","MO","GRONDWATER","CONTOUR","","","","","","G","","","*-**-MO-GRONDWATER_CONTOUR-G","0.18","150","152","150","150","253","MO-BORDER-SO","0.7","150","152","150","150","253","MO-BORDER-SO","0.35","150","152","150","150","253","V-MO-BORDER-SO","0.35","150","152","150","150","253","MO-BORDER-SO","","","1509","1506"
"GRONDWATER_ONDERZOEK","*","**","MO","GRONDWATER","ONDERZOEK","","","","","","G","","","*-**-MO-GRONDWATER_ONDERZOEK-G","0.18","150","152","150","150","253","CONTINUOUS","0.35","150","152","150","150","253","CONTINUOUS","0.35","150","152","150","150","253","V-CONTINUOUS-SO","0.35","150","152","150","150","253","CONTINUOUS","","","1507","1506"
"LICHT_CONTOUR","*","**","MO","LICHT","CONTOUR","","","","","","G","","","*-**-MO-LICHT_CONTOUR-G","0.18","130","132","130","130","253","MO-BORDER-SO","0.7","130","132","130","130","253","MO-BORDER-SO","0.35","130","132","130","130","253","V-MO-BORDER-SO","0.35","130","132","130","130","253","MO-BORDER-SO","","","1520","1519"
"GEUR_CONTOUR","*","**","MO","GEUR","CONTOUR","","","","","","G","","","*-**-MO-GEUR_CONTOUR-G","0.18","40","42","40","40","253","MO-BORDER-SO","0.7","40","42","40","40","253","MO-BORDER-SO","0.35","40","42","40","40","253","V-MO-BORDER-SO","0.35","40","42","40","40","253","MO-BORDER-SO","","","1545","1544"
"INSPECTIE_VERHARDING","*","**","MO","INSPECTIE","VERHARDING","","","","","","G","","","*-**-MO-INSPECTIE_VERHARDING-G","0.18","130","132","130","130","253","CONTINUOUS","0.35","130","132","130","130","253","CONTINUOUS","0.35","130","132","130","130","253","V-CONTINUOUS-SO","0.35","130","132","130","130","253","CONTINUOUS","","","1568","1559"
"INSPECTIE_HOUT","*","**","MO","INSPECTIE","HOUT","","","","","","G","","","*-**-MO-INSPECTIE_HOUT-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","1562","1559"
"INSPECTIE_STAAL","*","**","MO","INSPECTIE","STAAL","","","","","","G","","","*-**-MO-INSPECTIE_STAAL-G","0.18","10","12","10","10","253","CONTINUOUS","0.35","10","12","10","10","253","CONTINUOUS","0.35","10","12","10","10","253","V-CONTINUOUS-SO","0.35","10","12","10","10","253","CONTINUOUS","","","1560","1559"
"INSPECTIE_MECHANISCH","*","**","MO","INSPECTIE","MECHANISCH","","","","","","G","","","*-**-MO-INSPECTIE_MECHANISCH-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","1563","1559"
"INSPECTIE_KUNSTSTOF","*","**","MO","INSPECTIE","KUNSTSTOF","","","","","","G","","","*-**-MO-INSPECTIE_KUNSTSTOF-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","1566","1559"
"INSPECTIE_BETON","*","**","MO","INSPECTIE","BETON","","","","","","G","","","*-**-MO-INSPECTIE_BETON-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","1561","1559"
"INSPECTIE_METSELWERK","*","**","MO","INSPECTIE","METSELWERK","","","","","","G","","","*-**-MO-INSPECTIE_METSELWERK-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","1567","1559"
"INSPECTIE_GRONDKERING","*","**","MO","INSPECTIE","GRONDKERING","","","","","","G","","","*-**-MO-INSPECTIE_GRONDKERING-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","1564","1559"
"INSPECTIE_FUNDERING","*","**","MO","INSPECTIE","FUNDERING","","","","","","G","","","*-**-MO-INSPECTIE_FUNDERING-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","1565","1559"
"BODEM_CONTOUR","*","**","MO","BODEM","CONTOUR","","","","","","G","","","*-**-MO-BODEM_CONTOUR-G","0.18","30","32","30","30","253","MO-BORDER-SO","0.7","30","32","30","30","253","MO-BORDER-SO","0.35","30","32","30","30","253","V-MO-BORDER-SO","0.35","30","32","30","30","253","MO-BORDER-SO","","","1497","1495"
"BODEM_GEHALTE","*","**","MO","BODEM","GEHALTE","","","","","","G/S","","SMO:SMO-BODEM_GEHALTE","*-**-MO-BODEM_GEHALTE-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3042","1495"
"BODEM_NULPUNT","*","**","MO","BODEM","NULPUNT","","","","","","G/S","","SMO:SMO-BODEM_NULPUNT","*-**-MO-BODEM_NULPUNT-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3044","1495"
"BODEM_CONCENTRATIE","*","**","MO","BODEM","CONCENTRATIE","","","","","","G/S","","SMO:SMO-BODEM_CONCENTRATIE_4","*-**-MO-BODEM_CONCENTRATIE-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3041","1495"
"BODEM_CONCENTRATIE","*","**","MO","BODEM","CONCENTRATIE","","","","","","G/S","","SMO:SMO-BODEM_CONCENTRATIE_6","*-**-MO-BODEM_CONCENTRATIE-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3041","1495"
"BODEM_CONCENTRATIE","*","**","MO","BODEM","CONCENTRATIE","","","","","","G/S","","SMO:SMO-BODEM_CONCENTRATIE_2","*-**-MO-BODEM_CONCENTRATIE-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3041","1495"
"BODEM_VERVUILING","*","**","MO","BODEM","VERVUILING","","","","","","G","","","*-**-MO-BODEM_VERVUILING-G","0.18","30","32","30","30","253","MO-BORDER-SO","0.35","30","32","30","30","253","MO-BORDER-SO","0.35","30","32","30","30","253","V-MO-BORDER-SO","0.35","30","32","30","30","253","MO-BORDER-SO","","","1501","1495"
"BODEM_BOORPROFIEL","*","**","MO","BODEM","BOORPROFIEL","","","","","","G/A","AMO:AMO-BODEM","","*-**-MO-BODEM_BOORPROFIEL-G/A","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","1496","1495"
"BODEM_MONSTER","*","**","MO","BODEM","MONSTER","","","","","","G/S","","SMO:SMO-BODEM_MONSTER_D2","*-**-MO-BODEM_MONSTER-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3043","1495"
"BODEM_MONSTER","*","**","MO","BODEM","MONSTER","","","","","","G/S","","SMO:SMO-BODEM_MONSTER_PUTWAND","*-**-MO-BODEM_MONSTER-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3043","1495"
"BODEM_MONSTER","*","**","MO","BODEM","MONSTER","","","","","","G/S","","SMO:SMO-BODEM_MONSTER_D1","*-**-MO-BODEM_MONSTER-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3043","1495"
"BODEM_MONSTER","*","**","MO","BODEM","MONSTER","","","","","","G/S","","SMO:SMO-BODEM_MONSTER_PUTBODEM","*-**-MO-BODEM_MONSTER-G/S","0.18","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","CONTINUOUS","0.35","30","32","30","30","253","V-CONTINUOUS-SO","0.35","30","32","30","30","253","CONTINUOUS","","","3043","1495"
"LUCHT_CONTOUR","*","**","MO","LUCHT","CONTOUR","","","","","","G","","","*-**-MO-LUCHT_CONTOUR-G","0.18","7","7","7","7","253","MO-BORDER-SO","0.7","7","7","7","7","253","MO-BORDER-SO","0.35","7","7","7","7","253","V-MO-BORDER-SO","0.35","7","7","7","7","253","MO-BORDER-SO","","","1525","1524"
"STRALING_CONTOUR","*","**","MO","STRALING","CONTOUR","","","","","","G","","","*-**-MO-STRALING_CONTOUR-G","0.18","190","192","190","190","253","MO-BORDER-SO","0.7","190","192","190","190","253","MO-BORDER-SO","0.35","190","192","190","190","253","V-MO-BORDER-SO","0.35","190","192","190","190","253","MO-BORDER-SO","","","1535","1534"
"WATERBODEM_VERVUILING","*","**","MO","WATERBODEM","VERVUILING","","","","","","G","","","*-**-MO-WATERBODEM_VERVUILING-G","0.18","30","32","32","32","253","CONTINUOUS","0.35","30","32","32","32","253","CONTINUOUS","0.35","30","32","32","32","253","V-CONTINUOUS-SO","0.35","30","32","32","32","253","CONTINUOUS","","","1514","1513"
"TRILLING_CONTOUR_STREEFWAARDE","*","**","MO","TRILLING","CONTOUR","STREEFWAARDE","","","","","G","","","*-**-MO-TRILLING_CONTOUR_STREEFWAARDE-G","0.18","90","92","90","90","253","MO-TRILLINGSTREEFWAARDE-SO","0.7","90","92","90","90","253","MO-TRILLINGSTREEFWAARDE-SO","0.35","90","92","90","90","253","V-MO-TRILLINGSTREEFWAARDE-SO","0.35","90","92","90","90","253","MO-TRILLINGSTREEFWAARDE-SO","","","1541","1540"
"TRILLING_CONTOUR_TUSSENWAARDE","*","**","MO","TRILLING","CONTOUR","TUSSENWAARDE","","","","","G","","","*-**-MO-TRILLING_CONTOUR_TUSSENWAARDE-G","0.18","40","42","40","40","253","MO-TRILLINGTUSSENWAARDE-SO","0.7","40","42","40","40","253","MO-TRILLINGTUSSENWAARDE-SO","0.35","40","42","40","40","253","V-MO-TRILLINGTUSSENWAARDE-SO","0.35","40","42","40","40","253","MO-TRILLINGTUSSENWAARDE-SO","","","1542","1540"
"TRILLING_CONTOUR_INTERVENTIEWAARDE","*","**","MO","TRILLING","CONTOUR","INTERVENTIEWAARDE","","","","","G","","","*-**-MO-TRILLING_CONTOUR_INTERVENTIEWAARDE-G","0.18","10","12","10","10","253","MO-TRILLINGINTERVENTIEWAARDE-SO","0.7","10","12","10","10","253","MO-TRILLINGINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","V-MO-TRILLINGINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","MO-TRILLINGINTERVENTIEWAARDE-SO","","","1543","1540"
"SCHADE_VERHARDING_SLIJTLAAG","*","**","MO","SCHADE","VERHARDING","SLIJTLAAG","","","","","G","","","*-**-MO-SCHADE_VERHARDING_SLIJTLAAG-G","0.18","170","172","170","170","253","CONTINUOUS","0.35","170","172","170","170","253","CONTINUOUS","0.35","170","172","170","170","253","V-CONTINUOUS-SO","0.35","170","172","170","170","253","CONTINUOUS","","","1580","1579"
"ARCHEOLOGIE_VINDPLAATS_VERSTOORD DOOR ONTGRONDING","*","**","MO","ARCHEOLOGIE","VINDPLAATS","VERSTOORD DOOR ONTGRONDING","","","","","G","","","*-**-MO-ARCHEOLOGIE_VINDPLAATS_VERSTOORD DOOR ONTGRONDING-G","0.18","90","92","90","90","220,20,5","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","220,20,5","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","220,20,5","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","220,20,5","V-MO-ARCHEOLOGIE-SO","","","3129","1551"
"ARCHEOLOGIE_VINDPLAATS_MIDDELHOGE VERWACHTING","*","**","MO","ARCHEOLOGIE","VINDPLAATS","MIDDELHOGE VERWACHTING","","","","","G","","","*-**-MO-ARCHEOLOGIE_VINDPLAATS_MIDDELHOGE VERWACHTING-G","0.18","90","92","90","90","170,165,55","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","170,165,55","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","170,165,55","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","170,165,55","V-MO-ARCHEOLOGIE-SO","","","3127","1551"
"ARCHEOLOGIE_VINDPLAATS_HOGE VERWACHTING","*","**","MO","ARCHEOLOGIE","VINDPLAATS","HOGE VERWACHTING","","","","","G","","","*-**-MO-ARCHEOLOGIE_VINDPLAATS_HOGE VERWACHTING-G","0.18","90","92","90","90","140,135,45","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","140,135,45","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","140,135,45","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","140,135,45","V-MO-ARCHEOLOGIE-SO","","","3125","1551"
"ARCHEOLOGIE_VINDPLAATS_LAGE VERWACHTING","*","**","MO","ARCHEOLOGIE","VINDPLAATS","LAGE VERWACHTING","","","","","G","","","*-**-MO-ARCHEOLOGIE_VINDPLAATS_LAGE VERWACHTING-G","0.18","90","92","90","90","210,205,115","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","210,205,115","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","210,205,115","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","210,205,115","V-MO-ARCHEOLOGIE-SO","","","3126","1551"
"ARCHEOLOGIE_VINDPLAATS_VERSTOORD DOOR ONDERZOEK","*","**","MO","ARCHEOLOGIE","VINDPLAATS","VERSTOORD DOOR ONDERZOEK","","","","","G","","","*-**-MO-ARCHEOLOGIE_VINDPLAATS_VERSTOORD DOOR ONDERZOEK-G","0.18","90","92","90","90","250,75,60","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","250,75,60","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","250,75,60","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","250,75,60","V-MO-ARCHEOLOGIE-SO","","","3128","1551"
"ARCHEOLOGIE_VONDST_WAARDEVOL OBJECT","*","**","MO","ARCHEOLOGIE","VONDST","WAARDEVOL OBJECT","","","","","G","","","*-**-MO-ARCHEOLOGIE_VONDST_WAARDEVOL OBJECT-G","0.18","90","92","90","90","245,110,10","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","245,110,10","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","245,110,10","MO-ARCHEOLOGIE-SO","0.35","90","92","90","90","245,110,10","V-MO-ARCHEOLOGIE-SO","","","3130","1552"
"ARCHEOLOGIE_VONDST_WAARDEVOLLE LIJN","*","**","MO","ARCHEOLOGIE","VONDST","WAARDEVOLLE LIJN","","","","","G","","","*-**-MO-ARCHEOLOGIE_VONDST_WAARDEVOLLE LIJN-G","0.18","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","CONTINUOUS","0.35","90","92","90","90","253","V-CONTINUOUS-SO","0.35","90","92","90","90","253","CONTINUOUS","","","3131","1552"
"GELUID_CONTOUR_STREEFWAARDE","*","**","MO","GELUID","CONTOUR","STREEFWAARDE","","","","","G","","","*-**-MO-GELUID_CONTOUR_STREEFWAARDE-G","0.18","90","92","90","90","253","MO-GELUIDSTREEFWAARDE-SO","0.7","90","92","90","90","253","MO-GELUIDSTREEFWAARDE-SO","0.35","90","92","90","90","253","V-MO-GELUIDSTREEFWAARDE-SO","0.35","90","92","90","90","253","MO-GELUIDSTREEFWAARDE-SO","","","1531","1530"
"GELUID_CONTOUR_TUSSENWAARDE","*","**","MO","GELUID","CONTOUR","TUSSENWAARDE","","","","","G","","","*-**-MO-GELUID_CONTOUR_TUSSENWAARDE-G","0.18","40","42","40","40","253","MO-GELUIDTUSSENWAARDE-SO","0.7","40","42","40","40","253","MO-GELUIDTUSSENWAARDE-SO","0.35","40","42","40","40","253","V-MO-GELUIDTUSSENWAARDE-SO","0.35","40","42","40","40","253","MO-GELUIDTUSSENWAARDE-SO","","","1532","1530"
"GELUID_CONTOUR_INTERVENTIEWAARDE","*","**","MO","GELUID","CONTOUR","INTERVENTIEWAARDE","","","","","G","","","*-**-MO-GELUID_CONTOUR_INTERVENTIEWAARDE-G","0.18","10","12","10","10","253","MO-GELUIDINTERVENTIEWAARDE-SO","0.7","10","12","10","10","253","MO-GELUIDINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","V-MO-GELUIDINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","MO-GELUIDINTERVENTIEWAARDE-SO","","","1533","1530"
"GRONDWATER_VERVUILING_GROTER TUSSENWAARDE","*","**","MO","GRONDWATER","VERVUILING","GROTER TUSSENWAARDE","","","","","G","","","*-**-MO-GRONDWATER_VERVUILING_GROTER TUSSENWAARDE-G","0.18","60","62","60","60","253","CONTINUOUS","0.35","60","62","60","60","253","CONTINUOUS","0.35","60","62","60","60","253","V-CONTINUOUS-SO","0.35","60","62","60","60","253","CONTINUOUS","","","3135","3132"
"GRONDWATER_VERVUILING_GROTER ACHTERGRONDWAARDE","*","**","MO","GRONDWATER","VERVUILING","GROTER ACHTERGRONDWAARDE","","","","","G","","","*-**-MO-GRONDWATER_VERVUILING_GROTER ACHTERGRONDWAARDE-G","0.18","160","162","160","160","253","CONTINUOUS","0.35","160","162","160","160","253","CONTINUOUS","0.35","160","162","160","160","253","V-CONTINUOUS-SO","0.35","160","162","160","160","253","CONTINUOUS","","","3133","3132"
"GRONDWATER_VERVUILING_KLEINER ACHTERGRONDWAARDE","*","**","MO","GRONDWATER","VERVUILING","KLEINER ACHTERGRONDWAARDE","","","","","G","","","*-**-MO-GRONDWATER_VERVUILING_KLEINER ACHTERGRONDWAARDE-G","0.18","20","22","20","20","253","CONTINUOUS","0.35","20","22","20","20","253","CONTINUOUS","0.35","20","22","20","20","253","V-CONTINUOUS-SO","0.35","20","22","20","20","253","CONTINUOUS","","","3136","3132"
"GRONDWATER_VERVUILING_GROTER INTERVENTIEWAARDE","*","**","MO","GRONDWATER","VERVUILING","GROTER INTERVENTIEWAARDE","","","","","G","","","*-**-MO-GRONDWATER_VERVUILING_GROTER INTERVENTIEWAARDE-G","0.18","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","CONTINUOUS","0.35","40","42","40","40","253","V-CONTINUOUS-SO","0.35","40","42","40","40","253","CONTINUOUS","","","3134","3132"
"GRONDWATER_CONTOUR_INTERVENTIEWAARDE","*","**","MO","GRONDWATER","CONTOUR","INTERVENTIEWAARDE","","","","","G","","","*-**-MO-GRONDWATER_CONTOUR_INTERVENTIEWAARDE-G","0.18","10","12","10","10","253","MO-GRONDWATERINTERVENTIEWAARDE-SO","0.7","10","12","10","10","253","MO-GRONDWATERINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","V-MO-GRONDWATERINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","MO-GRONDWATERINTERVENTIEWAARDE-SO","","","1512","1509"
"GRONDWATER_CONTOUR_STREEFWAARDE","*","**","MO","GRONDWATER","CONTOUR","STREEFWAARDE","","","","","G","","","*-**-MO-GRONDWATER_CONTOUR_STREEFWAARDE-G","0.18","90","92","90","90","253","MO-GRONDWATERSTREEFWAARDE-SO","0.7","90","92","90","90","253","MO-GRONDWATERSTREEFWAARDE-SO","0.35","90","92","90","90","253","V-MO-GRONDWATERSTREEFWAARDE-SO","0.35","90","92","90","90","253","MO-GRONDWATERSTREEFWAARDE-SO","","","1510","1509"
"GRONDWATER_CONTOUR_TUSSENWAARDE","*","**","MO","GRONDWATER","CONTOUR","TUSSENWAARDE","","","","","G","","","*-**-MO-GRONDWATER_CONTOUR_TUSSENWAARDE-G","0.18","40","42","40","40","253","MO-GRONDWATERTUSSENWAARDE-SO","0.7","40","42","40","40","253","MO-GRONDWATERTUSSENWAARDE-SO","0.35","40","42","40","40","253","V-MO-GRONDWATERTUSSENWAARDE-SO","0.35","40","42","40","40","253","MO-GRONDWATERTUSSENWAARDE-SO","","","1511","1509"
"GRONDWATER_ONDERZOEK_PEILBUIS","*","**","MO","GRONDWATER","ONDERZOEK","PEILBUIS","","","","","G","","","*-**-MO-GRONDWATER_ONDERZOEK_PEILBUIS-G","0.18","150","152","150","150","253","CONTINUOUS","0.35","150","152","150","150","253","CONTINUOUS","0.35","150","152","150","150","253","V-CONTINUOUS-SO","0.35","150","152","150","150","253","CONTINUOUS","","","1508","1507"
"LICHT_CONTOUR_TUSSENWAARDE","*","**","MO","LICHT","CONTOUR","TUSSENWAARDE","","","","","G","","","*-**-MO-LICHT_CONTOUR_TUSSENWAARDE-G","0.18","40","42","40","40","253","MO-LICHTTUSSENWAARDE-SO","0.7","40","42","40","40","253","MO-LICHTTUSSENWAARDE-SO","0.35","40","42","40","40","253","V-MO-LICHTTUSSENWAARDE-SO","0.35","40","42","40","40","253","MO-LICHTTUSSENWAARDE-SO","","","1522","1520"
"LICHT_CONTOUR_INTERVENTIEWAARDE","*","**","MO","LICHT","CONTOUR","INTERVENTIEWAARDE","","","","","G","","","*-**-MO-LICHT_CONTOUR_INTERVENTIEWAARDE-G","0.18","10","12","10","10","253","MO-LICHTINTERVENTIEWAARDE-SO","0.7","10","12","10","10","253","MO-LICHTINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","V-MO-LICHTINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","MO-LICHTINTERVENTIEWAARDE-SO","","","1523","1520"
"LICHT_CONTOUR_STREEFWAARDE","*","**","MO","LICHT","CONTOUR","STREEFWAARDE","","","","","G","","","*-**-MO-LICHT_CONTOUR_STREEFWAARDE-G","0.18","90","92","90","90","253","MO-LICHTSTREEFWAARDE-SO","0.7","90","92","90","90","253","MO-LICHTSTREEFWAARDE-SO","0.35","90","92","90","90","253","V-MO-LICHTSTREEFWAARDE-SO","0.35","90","92","90","90","253","MO-LICHTSTREEFWAARDE-SO","","","1521","1520"
"GEUR_CONTOUR_INTERVENTIEWAARDE","*","**","MO","GEUR","CONTOUR","INTERVENTIEWAARDE","","","","","G","","","*-**-MO-GEUR_CONTOUR_INTERVENTIEWAARDE-G","0.18","10","12","10","10","253","MO-GEURINTERVENTIEWAARDE-SO","0.7","10","12","10","10","253","MO-GEURINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","V-MO-GEURINTERVENTIEWAARDE-SO","0.35","10","12","10","10","253","MO-GEURINTERVENTIEWAARDE-SO","","","1548","1545"
"GEUR_CONTOUR_STREEFWAARDE","*","**","MO","GEUR","CONTOUR","STREEFWAARDE","","","","","G","","","*-**-MO-GEUR_CONTOUR_STREEFWAARDE-G","0.18","90","92","90","90","253","MO-GEURSTREEFWAARDE-SO","0.7","90","92","90","90","253","MO-GEURSTREEFWAARDE-SO","0.35","90","92","90","90","253","V-MO-GEURSTREEFWAARDE-SO","0.35","90","92","90","90","253","MO-GEURSTREEFWAARDE-SO","","","1546","1545"
"GEUR_CONTOUR_TUSSENWAARDE","*","**","MO","GEUR","CONTOUR","TUSSENWAARDE","","","","","G","","","*-**-MO-GEUR_CONTOUR_TUSSENWAARDE-G","0.18","40","42","40","40","253","MO-GEURTUSSENWAARDE-SO","0.7","40","42","40","40","253","MO-GEURTUSSENWAARDE-SO","0.35","40","42","40","40","253","V-MO-GEURTUSSENWAARDE-SO","0.35","40","42","40","40","253","MO-GEURTUSSENWAARDE-SO","","","1547","1545"
